,title,description,published date,url,publisher,score
73,Dutch police bulldoze anti-Gaza war student camp - Al Jazeera English,Dutch police bulldoze anti-Gaza war student camp  Al Jazeera English,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vcHJvZ3JhbS9uZXdzZmVlZC8yMDI0LzUvOS9kdXRjaC1wb2xpY2UtYnVsbGRvemUtY2FtcC10by1icmVhay11cC1hbnRpLWdhemEtd2FyLXN0dWRlbnQtcHJvdGVzdNIBfGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL3Byb2dyYW0vbmV3c2ZlZWQvMjAyNC81LzkvZHV0Y2gtcG9saWNlLWJ1bGxkb3plLWNhbXAtdG8tYnJlYWstdXAtYW50aS1nYXphLXdhci1zdHVkZW50LXByb3Rlc3Q?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
74,Why have student protests against Israel's war in Gaza gone global? - The Guardian,Why have student protests against Israel's war in Gaza gone global?  The Guardian,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC9hcnRpY2xlLzIwMjQvbWF5LzA4L2hhdmUtc3R1ZGVudC1wcm90ZXN0cy1jYW1wdXMtaXNyYWVsLXdhci1nYXphLWdsb2JhbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
75,MIT begins suspending student protesters - NBC Boston,MIT begins suspending student protesters  NBC Boston,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3Lm5iY2Jvc3Rvbi5jb20vbmV3cy9sb2NhbC9oYXJ2YXJkLW1pdC10aHJlYXRlbi10by1zdXNwZW5kLXN0dWRlbnQtcHJvdGVzdGVycy8zMzYxNjI2L9IBZmh0dHBzOi8vd3d3Lm5iY2Jvc3Rvbi5jb20vbmV3cy9sb2NhbC9oYXJ2YXJkLW1pdC10aHJlYXRlbi10by1zdXNwZW5kLXN0dWRlbnQtcHJvdGVzdGVycy8zMzYxNjI2Lz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcboston.com', 'title': 'NBC Boston'}",3
76,MIT protest camp cleared with student arrests while Harvard rallies amid student suspensions - Cambridge Day,MIT protest camp cleared with student arrests while Harvard rallies amid student suspensions  Cambridge Day,"Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5jYW1icmlkZ2VkYXkuY29tLzIwMjQvMDUvMTAvbWl0LXByb3Rlc3QtY2FtcC1jbGVhcmVkLXdpdGgtc3R1ZGVudC1hcnJlc3RzLXdoaWxlLWhhcnZhcmQtcmFsbGllcy1hbWlkLXN0dWRlbnQtc3VzcGVuc2lvbnMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cambridgeday.com', 'title': 'Cambridge Day'}",3
78,How the media shapes the nationwide student protest movement - KALW,How the media shapes the nationwide student protest movement  KALW,"Fri, 10 May 2024 16:40:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmthbHcub3JnL3Nob3cveW91ci1jYWxsLzIwMjQtMDUtMTAvaG93LXRoZS1tZWRpYS1zaGFwZXMtdGhlLW5hdGlvbndpZGUtc3R1ZGVudC1wcm90ZXN0LW1vdmVtZW500gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kalw.org', 'title': 'KALW'}",3
81,US campus protests give Trump a target for his violent rhetoric of vengeance - The Guardian US,US campus protests give Trump a target for his violent rhetoric of vengeance  The Guardian US,"Sat, 11 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMTEvdXMtY2FtcHVzLXByb3Rlc3RzLWRvbmFsZC10cnVtcNIBV2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzL2FydGljbGUvMjAyNC9tYXkvMTEvdXMtY2FtcHVzLXByb3Rlc3RzLWRvbmFsZC10cnVtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian US'}",3
85,"Student protests against Gaza war spread in Europe, sparking clashes and dozens of arrests - FRANCE 24 English","Student protests against Gaza war spread in Europe, sparking clashes and dozens of arrests  FRANCE 24 English","Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi9ldXJvcGUvMjAyNDA1MDgtZXVyb3BlLXN0dWRlbnQtZ2F6YS1wcm90ZXN0cy1zcHJlYWQtc3BhcmtpbmctY2xhc2hlcy1hbmQtZG96ZW5zLW9mLWFycmVzdHPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.france24.com', 'title': 'FRANCE 24 English'}",3
86,Belgian and Dutch students protest against Israel’s war on Gaza - Al Jazeera English,Belgian and Dutch students protest against Israel’s war on Gaza  Al Jazeera English,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZ2FsbGVyeS8yMDI0LzUvNy9iZWxnaWFuLWFuZC1kdXRjaC1zdHVkZW50cy1wcm90ZXN0LWFnYWluc3QtaXNyYWVscy13YXItb24tZ2F6YdIBbWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL2dhbGxlcnkvMjAyNC81LzcvYmVsZ2lhbi1hbmQtZHV0Y2gtc3R1ZGVudHMtcHJvdGVzdC1hZ2FpbnN0LWlzcmFlbHMtd2FyLW9uLWdhemE?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
87,Will campus protests affect student job prospects? - Fortune,Will campus protests affect student job prospects?  Fortune,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vZm9ydHVuZS5jb20vMjAyNC8wNS8wOC9jb2xsZWdlLXByb3Rlc3RzLXN0dWRlbnQtZW1wbG95bWVudC1wcm9zcGVjdHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://fortune.com', 'title': 'Fortune'}",3
89,Pro-Palestinian student protests around the world – in pictures - The Guardian,Pro-Palestinian student protests around the world – in pictures  The Guardian,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC9nYWxsZXJ5LzIwMjQvbWF5LzA3L3Byby1wYWxlc3Rpbmlhbi1zdHVkZW50LXByb3Rlc3RzLWFyb3VuZC10aGUtd29ybGQtaW4tcGljdHVyZXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
90,Pro-Palestinian campus protestors may be impacted by ongoing surveillance - Axios,Pro-Palestinian campus protestors may be impacted by ongoing surveillance  Axios,"Sun, 05 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDI0LzA1LzAzL3N0dWRlbnQtcHJvLXBhbGVzdGluZS1lbmNhbXBtZW50cy1jYW1wdXMtc3VydmVpbGxhbmNl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.axios.com', 'title': 'Axios'}",3
91,UC San Diego student protesters call for Wednesday class walkout - ABC 10 News San Diego KGTV,UC San Diego student protesters call for Wednesday class walkout  ABC 10 News San Diego KGTV,"Wed, 08 May 2024 16:32:32 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LjEwbmV3cy5jb20vbmV3cy9sb2NhbC1uZXdzL3VjLXNhbi1kaWVnby1zdHVkZW50LXByb3Rlc3RlcnMtY2FsbC1mb3Itd2VkbmVzZGF5LWNsYXNzLXdhbGtvdXTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.10news.com', 'title': 'ABC 10 News San Diego KGTV'}",3
92,"Pro-Israel website names and shames pro-Palestinian, anti-Israel student protesters - The Times of Israel","Pro-Israel website names and shames pro-Palestinian, anti-Israel student protesters  The Times of Israel","Sun, 12 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL3Byby1pc3JhZWwtd2Vic2l0ZS1uYW1lcy1hbmQtc2hhbWVzLXByby1wYWxlc3Rpbmlhbi1hbnRpLWlzcmFlbC1zdHVkZW50LXByb3Rlc3RlcnMv0gF1aHR0cHM6Ly93d3cudGltZXNvZmlzcmFlbC5jb20vcHJvLWlzcmFlbC13ZWJzaXRlLW5hbWVzLWFuZC1zaGFtZXMtcHJvLXBhbGVzdGluaWFuLWFudGktaXNyYWVsLXN0dWRlbnQtcHJvdGVzdGVycy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.timesofisrael.com', 'title': 'The Times of Israel'}",3
93,University of Chicago Clears a Pro-Palestinian Demonstration as Protests Spread Across the Country - WTTW News,University of Chicago Clears a Pro-Palestinian Demonstration as Protests Spread Across the Country  WTTW News,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vbmV3cy53dHR3LmNvbS8yMDI0LzA1LzA3L3VuaXZlcnNpdHktY2hpY2Fnby1jbGVhcnMtcHJvLXBhbGVzdGluaWFuLWRlbW9uc3RyYXRpb24tcHJvdGVzdHMtc3ByZWFkLWFjcm9zcy1jb3VudHJ50gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.wttw.com', 'title': 'WTTW News'}",3
95,"After police clear MIT encampment, a day of arrests, rage and protest - GBH News","After police clear MIT encampment, a day of arrests, rage and protest  GBH News","Fri, 10 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LndnYmgub3JnL25ld3MvbG9jYWwvMjAyNC0wNS0xMC9wb2xpY2UtY2xlYXItbWl0LWdhemEtZW5jYW1wbWVudC1hcnJlc3QtMTDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wgbh.org', 'title': 'GBH News'}",3
97,Column: About that 'SNL' student protest sketch — and a lousy time for political satire - Chicago Tribune,Column: About that 'SNL' student protest sketch — and a lousy time for political satire  Chicago Tribune,"Wed, 08 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmNoaWNhZ290cmlidW5lLmNvbS8yMDI0LzA1LzA4L2NvbHVtbi1hYm91dC10aGF0LXNubC1zdHVkZW50LXByb3Rlc3Qtc2tldGNoLWFuZC1hLWxvdXN5LXRpbWUtZm9yLXBvbGl0aWNhbC1zYXRpcmUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.chicagotribune.com', 'title': 'Chicago Tribune'}",3
98,Pro-Palestinian groups say disciplinary charges brought against student protesters - Washington Square News,Pro-Palestinian groups say disciplinary charges brought against student protesters  Washington Square News,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vbnl1bmV3cy5jb20vbmV3cy8yMDI0LzA1LzA3L255dS1iZWdpbnMtZGlzcGxpbmFyeS1oZWFyaW5ncy1mb3Itc3R1ZGVudHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nyunews.com', 'title': 'Washington Square News'}",3
99,UNC-Chapel Hill faculty call on administration to lift punishments for student protesters - WUNC,UNC-Chapel Hill faculty call on administration to lift punishments for student protesters  WUNC,"Mon, 06 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lnd1bmMub3JnL2VkdWNhdGlvbi8yMDI0LTA1LTA2L3VuYy1mYWN1bHR5LXB1bmlzaG1lbnQtc3R1ZGVudC1wYWxlc3Rpbmlhbi1wcm90ZXN0c9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wunc.org', 'title': 'WUNC'}",3
0,How Mass. colleges responded to student protest encampments - WBUR News,How Mass. colleges responded to student protest encampments  WBUR News,"Wed, 15 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LndidXIub3JnL25ld3MvMjAyNC8wNS8xNS9tYXNzYWNodXNldHRzLWNvbGxlZ2VzLXByb3Rlc3QtZW5jYW1wbWVudHMtZ2F6YS1kaXZlc3RtZW500gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wbur.org', 'title': 'WBUR News'}",3
2,"Opinion | Dear Boomers, the Student Protesters Are Not Idiots - The New York Times","Opinion | Dear Boomers, the Student Protesters Are Not Idiots  The New York Times","Fri, 17 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMTcvb3Bpbmlvbi9zdHVkZW50LXByb3Rlc3RlcnMtZ2F6YS1oaWxsYXJ5LWNsaW50b24uaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
3,Pro-Palestinian student protests spread across Europe - Marketplace,Pro-Palestinian student protests spread across Europe  Marketplace,"Fri, 17 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm1hcmtldHBsYWNlLm9yZy8yMDI0LzA1LzE3L3Byby1wYWxlc3Rpbmlhbi1zdHVkZW50LXByb3Rlc3RzLXNwcmVhZC1hY3Jvc3MtZXVyb3BlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.marketplace.org', 'title': 'Marketplace'}",3
6,Harvard students end protest as university agrees to discuss Middle East conflict - The Associated Press,Harvard students end protest as university agrees to discuss Middle East conflict  The Associated Press,"Tue, 14 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2hhcnZhcmQtcHJvdGVzdC1pc3JhZWwtaGFtYXMtODFmODNkMjkyOGJlZWNkYTM4OGY3M2U0MjkwM2RiOWXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
7,"Majority of college students support Israel/Gaza campus protests, 1 in 10 actually participate in them - Foundation for Individual Rights and Expression","Majority of college students support Israel/Gaza campus protests, 1 in 10 actually participate in them  Foundation for Individual Rights and Expression","Wed, 15 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnRoZWZpcmUub3JnL25ld3MvbWFqb3JpdHktY29sbGVnZS1zdHVkZW50cy1zdXBwb3J0LWlzcmFlbGdhemEtY2FtcHVzLXByb3Rlc3RzLTEtMTAtYWN0dWFsbHktcGFydGljaXBhdGUtdGhlbdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thefire.org', 'title': 'Foundation for Individual Rights and Expression'}",3
8,How Unions Have Supported the Palestine Student Protests - Jacobin magazine,How Unions Have Supported the Palestine Student Protests  Jacobin magazine,"Wed, 15 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vamFjb2Jpbi5jb20vMjAyNC8wNS91bmlvbnMtc3R1ZGVudC1wcm90ZXN0LWdhemEtc29saWRhcml0edIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://jacobin.com', 'title': 'Jacobin magazine'}",3
10,UC Berkeley Commencement Ceremony Disrupted by Student Protests - KQED,UC Berkeley Commencement Ceremony Disrupted by Student Protests  KQED,"Sun, 12 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmtxZWQub3JnL25ld3MvMTE5ODU4NTYvdWMtYmVya2VsZXktY29tbWVuY2VtZW50LWNlcmVtb255LWRpc3J1cHRlZC1ieS1zdHVkZW50LXByb3Rlc3Rz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kqed.org', 'title': 'KQED'}",3
13,Students for Gaza Are Undeterred - YES! Magazine,Students for Gaza Are Undeterred  YES! Magazine,"Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lnllc21hZ2F6aW5lLm9yZy9vcGluaW9uLzIwMjQvMDUvMTYvc3R1ZGVudHMtZ2F6YS1jb2x1bWJpYdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.yesmagazine.org', 'title': 'YES! Magazine'}",3
15,US Campus Protests Face Summer Break - VOA Learning English,US Campus Protests Face Summer Break  VOA Learning English,"Sat, 18 May 2024 22:05:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2EvdXMtY2FtcHVzLXByb3Rlc3RzLWZhY2Utc3VtbWVyLWJyZWFrLzc2MDk1MTYuaHRtbNIBWWh0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2FtcC91cy1jYW1wdXMtcHJvdGVzdHMtZmFjZS1zdW1tZXItYnJlYWsvNzYwOTUxNi5odG1s?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://learningenglish.voanews.com', 'title': 'VOA Learning English'}",3
16,Why Al Jazeera is the Go To News Source for Student Protesters - The New York Times,Why Al Jazeera is the Go To News Source for Student Protesters  The New York Times,"Mon, 13 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMTIvYnVzaW5lc3MvbWVkaWEvYWwtamF6ZWVyYS1jb2xsZWdlLXByb3Rlc3RzLWdhemEuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
17,Duke University walk out: Grads protest pro-Israel speaker and comedian Jerry Seinfeld - The Associated Press,Duke University walk out: Grads protest pro-Israel speaker and comedian Jerry Seinfeld  The Associated Press,"Mon, 13 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2NvbGxlZ2UtY29tbWVuY2VtZW50cy1wYWxlc3Rpbmlhbi1wcm90ZXN0cy0xZWEwNTQ5YWVlMDVhY2FiZjBlZDMzZDgwMzk2M2JmOdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
19,The Israel-Affiliated Organization Leading the Backlash Against Student Protests - The Nation,The Israel-Affiliated Organization Leading the Backlash Against Student Protests  The Nation,"Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LnRoZW5hdGlvbi5jb20vYXJ0aWNsZS9hY3RpdmlzbS9pc3JhZWxpLWFtZXJpY2FuLWNvdW5jaWwv0gFKaHR0cHM6Ly93d3cudGhlbmF0aW9uLmNvbS9hcnRpY2xlL2FjdGl2aXNtL2lzcmFlbGktYW1lcmljYW4tY291bmNpbC90bmFtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thenation.com', 'title': 'The Nation'}",3
20,WWU protesters demand school cut economic ties to Israel - Bellingham Herald,WWU protesters demand school cut economic ties to Israel  Bellingham Herald,"Wed, 15 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmJlbGxpbmdoYW1oZXJhbGQuY29tL25ld3MvbG9jYWwvYXJ0aWNsZTI4ODUwNDY0MS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bellinghamherald.com', 'title': 'Bellingham Herald'}",3
22,"Do college protests pay off? Wins varied and lasting, experts say. - USA TODAY","Do college protests pay off? Wins varied and lasting, experts say.  USA TODAY","Fri, 17 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL2VkdWNhdGlvbi8yMDI0LzA1LzE3L2NhbXB1cy1wcm90ZXN0cy1wcm8tcGFsZXN0aW5pYW4td2FyLzczNzAyMTQ3MDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.usatoday.com', 'title': 'USA TODAY'}",3
23,"Student protesters must re-evaluate opinions, actions - Waite Park Newsleader","Student protesters must re-evaluate opinions, actions  Waite Park Newsleader","Fri, 17 May 2024 07:02:37 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vdGhlbmV3c2xlYWRlcnMuY29tL3N0dWRlbnQtcHJvdGVzdGVycy1tdXN0LXJlZXZhbHVhdGUtdGhlaXItb3BpbmlvbnMtYW5kLWFjdGlvbnMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thenewsleaders.com', 'title': 'Waite Park Newsleader'}",3
24,Harvard student protest ends peacefully | Arkansas Democrat Gazette - Arkansas Online,Harvard student protest ends peacefully | Arkansas Democrat Gazette  Arkansas Online,"Wed, 15 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmFya2Fuc2Fzb25saW5lLmNvbS9uZXdzLzIwMjQvbWF5LzE1L2hhcnZhcmQtc3R1ZGVudC1wcm90ZXN0LWVuZHMtcGVhY2VmdWxseS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.arkansasonline.com', 'title': 'Arkansas Online'}",3
25,Professors Lift Up Student Protests - YES! Magazine,Professors Lift Up Student Protests  YES! Magazine,"Fri, 17 May 2024 14:08:11 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lnllc21hZ2F6aW5lLm9yZy9zb2NpYWwtanVzdGljZS8yMDI0LzA1LzE3L3Byb2Zlc3NvcnMtbGlmdC11cC1zdHVkZW50LXByb3Rlc3Rz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.yesmagazine.org', 'title': 'YES! Magazine'}",3
28,"Police clear UCI camp, 47 arrested after protesters barricade building - Los Angeles Times","Police clear UCI camp, 47 arrested after protesters barricade building  Los Angeles Times","Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5sYXRpbWVzLmNvbS9jYWxpZm9ybmlhL3N0b3J5LzIwMjQtMDUtMTUvcG9saWNlLWNvbnZlcmdlLW9uLXByby1wYWxlc3Rpbmlhbi1wcm90ZXN0LWF0LXVjLWlydmluZS1zdHVkZW50cy1hcmUtdG9sZC10by1zaGVsdGVyLWluLXBsYWNl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.latimes.com', 'title': 'Los Angeles Times'}",3
31,Cal State LA president meets with student protesters; signals support for financial transparency - The San Gabriel Valley Tribune,Cal State LA president meets with student protesters; signals support for financial transparency  The San Gabriel Valley Tribune,"Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5zZ3Z0cmlidW5lLmNvbS8yMDI0LzA1LzE2L2NhbC1zdGF0ZS1sYS1wcmVzaWRlbnQtbWVldHMtd2l0aC1zdHVkZW50LXByb3Rlc3RlcnMtc2lnbmFscy1zdXBwb3J0LWZvci1maW5hbmNpYWwtdHJhbnNwYXJlbmN5L9IBigFodHRwczovL3d3dy5zZ3Z0cmlidW5lLmNvbS8yMDI0LzA1LzE2L2NhbC1zdGF0ZS1sYS1wcmVzaWRlbnQtbWVldHMtd2l0aC1zdHVkZW50LXByb3Rlc3RlcnMtc2lnbmFscy1zdXBwb3J0LWZvci1maW5hbmNpYWwtdHJhbnNwYXJlbmN5L2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.sgvtribune.com', 'title': 'The San Gabriel Valley Tribune'}",3
33,Amsterdam university cancels classes after violence erupted at a pro-Palestinian rally - The Associated Press,Amsterdam university cancels classes after violence erupted at a pro-Palestinian rally  The Associated Press,"Tue, 14 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2lzcmFlbC1wYWxlc3RpbmlhbnMtdW5pdmVyc2l0eS1wcm90ZXN0cy1hbXN0ZXJkYW0tMGFlMDMyZjYzNWM0NmFkZDU3ODNjNzg5YWM3YTk2NGbSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
35,International students risk immigration status to engage in Gaza protests - Al Jazeera English,International students risk immigration status to engage in Gaza protests  Al Jazeera English,"Fri, 17 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzUvMTcvaW50ZXJuYXRpb25hbC1zdHVkZW50cy1yaXNrLWltbWlncmF0aW9uLXN0YXR1cy10by1lbmdhZ2UtaW4tZ2F6YS1wcm90ZXN0c9IBdmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL25ld3MvMjAyNC81LzE3L2ludGVybmF0aW9uYWwtc3R1ZGVudHMtcmlzay1pbW1pZ3JhdGlvbi1zdGF0dXMtdG8tZW5nYWdlLWluLWdhemEtcHJvdGVzdHM?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
38,Do HBCU students care about the war in Gaza? - Andscape,Do HBCU students care about the war in Gaza?  Andscape,"Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vYW5kc2NhcGUuY29tL2ZlYXR1cmVzL2hiY3Utc3R1ZGVudHMtcHJvdGVzdHMtZ2F6YS13YXIv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://andscape.com', 'title': 'Andscape'}",3
39,Harvard Grad Students Charged Following Confrontation at October Pro-Palestine Protest | News - Harvard Crimson,Harvard Grad Students Charged Following Confrontation at October Pro-Palestine Protest | News  Harvard Crimson,"Sat, 18 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnRoZWNyaW1zb24uY29tL2FydGljbGUvMjAyNC81LzE4L2dyYWR1YXRlLXN0dWRlbnRzLWNoYXJnZWQtaGJzLXBhbGVzdGluZS1jb25mcm9udGF0aW9uL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thecrimson.com', 'title': 'Harvard Crimson'}",3
41,Gov. Cox 'just so proud' of how University of Utah broke up pro-Palestine protest - Salt Lake Tribune,Gov. Cox 'just so proud' of how University of Utah broke up pro-Palestine protest  Salt Lake Tribune,"Thu, 16 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnNsdHJpYi5jb20vbmV3cy9lZHVjYXRpb24vMjAyNC8wNS8xNi9nb3Ytc3BlbmNlci1jb3gtc2F5cy1oZXMtanVzdC1zby_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.sltrib.com', 'title': 'Salt Lake Tribune'}",3
